date,text
2013-11-07,"At today’s meeting the Governing Council of the ECB took the following monetary policy decisions:
The interest rate on the main refinancing operations of the Eurosystem will be decreased by 25 basis points to 0.25%, starting from the operation to be settled on 13 November 2013.
The interest rate on the marginal lending facility will be decreased by 25 basis points to 0.75%, with effect from 13 November 2013.
The interest rate on the deposit facility will remain unchanged at 0.00%.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2013-12-05,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014-01-09,"EMBARGO
Transmission embargo until 10 a.m. CET on Thursday, 9 January 2014
The Governing Council of the European Central Bank (ECB) has adopted an opinion on a recommendation from the Council of the European Union on the appointment of a new member of the Executive Board of the ECB.
The Governing Council had no objections to the proposed candidate, Sabine Lautenschläger, who is a person of recognised standing and professional experience in monetary or banking matters, as required by Article 283(2) of the Treaty on the Functioning of the European Union.
Following the Governing Council’s opinion and an opinion of the European Parliament, the decision on the appointment will be taken by the European Council, with the votes of its euro area members.
The ECB opinion, which will be published shortly in the Official Journal of the European Union, is available on the ECB’s website in all the official EU languages."
2014-02-06,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014-03-06,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014-04-03,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014-05-08,"At today’s meeting, which was held in Brussels, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.25%, 0.75% and 0.00% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014-06-05,"At today’s meeting the Governing Council of the ECB took the following monetary policy decisions:
The interest rate on the main refinancing operations of the Eurosystem will be decreased by 10 basis points to 0.15%, starting from the operation to be settled on 11 June 2014.
The interest rate on the marginal lending facility will be decreased by 35 basis points to 0.40%, with effect from 11 June 2014.
The interest rate on the deposit facility will be decreased by 10 basis points to -0.10%, with effect from 11 June 2014. A separate press release to be published at 3.30 p.m. CET today will provide details on the implementation of the negative deposit facility rate.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Further monetary policy measures to enhance the functioning of the monetary policy transmission mechanism will be communicated in a press release to be published at 3.30 p.m. CET today."
2014-07-03,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.15%, 0.40% and -0.10% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014-08-07,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.15%, 0.40% and -0.10% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014-09-04,"At today’s meeting the Governing Council of the ECB took the following monetary policy decisions:
The interest rate on the main refinancing operations of the Eurosystem will be decreased by 10 basis points to 0.05%, starting from the operation to be settled on 10 September 2014.
The interest rate on the marginal lending facility will be decreased by 10 basis points to 0.30%, with effect from 10 September 2014.
The interest rate on the deposit facility will be decreased by 10 basis points to -0.20%, with effect from 10 September 2014.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014-10-02,"At today’s meeting, which was held in Naples, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014-11-06,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2014-12-04,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2015-01-22,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
Further monetary policy measures will be communicated by the President of the ECB at a press conference starting at 2.30 p.m. CET today."
2015-03-05,"At today’s meeting, which was held in Nicosia, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2015-04-15,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14.30 CET today."
2015-06-03,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14.30 CET today."
2015-07-16,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14.30 CET today."
2015-09-03,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2015-10-22,"At today’s meeting, which was held in Malta, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.20% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2015-12-03,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the deposit facility will be decreased by 10 basis points to -0.30%, with effect from 9 December 2015.
The interest rate on the main refinancing operations and the interest rate on the marginal lending facility will remain unchanged at 0.05% and 0.30% respectively.
Further monetary policy measures will be communicated by the President of the ECB at a press conference starting at 14:30 CET today."
2016-01-21,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.05%, 0.30% and -0.30% respectively.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2016-03-10,"At today’s meeting the Governing Council of the ECB took the following monetary policy decisions:
(1) The interest rate on the main refinancing operations of the Eurosystem will be decreased by 5 basis points to 0.00%, starting from the operation to be settled on 16 March 2016.
(2) The interest rate on the marginal lending facility will be decreased by 5 basis points to 0.25%, with effect from 16 March 2016.
(3) The interest rate on the deposit facility will be decreased by 10 basis points to -0.40%, with effect from 16 March 2016.
(4) The monthly purchases under the asset purchase programme will be expanded to €80 billion starting in April.
(5) Investment grade euro-denominated bonds issued by non-bank corporations established in the euro area will be included in the list of assets that are eligible for regular purchases.
(6) A new series of four targeted longer-term refinancing operations (TLTRO II), each with a maturity of four years, will be launched, starting in June 2016. Borrowing conditions in these operations can be as low as the interest rate on the deposit facility.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2016-04-21,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively.
Regarding non-standard monetary policy measures, we have started to expand our monthly purchases under the asset purchase programme to €80 billion. The focus is now on the implementation of the additional non-standard measures decided on 10 March 2016. Further information on the implementation aspects of the corporate sector purchase programme will be released after the press conference on the ECB’s website.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2016-06-02,"At today’s meeting, which was held in Vienna, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively.
Regarding non-standard monetary policy measures, on 8 June the Eurosystem will start making purchases under its corporate sector purchase programme (CSPP). Moreover, starting on 22 June, it will conduct the first operation in its new series of targeted longer-term refinancing operations. Further information on implementation aspects of the CSPP will be released after the press conference on the ECB’s website.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2016-07-21,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council continues to expect the key ECB interest rates to remain at present or lower levels for an extended period of time, and well past the horizon of the net asset purchases.
Regarding non-standard monetary policy measures, the Governing Council confirms that the monthly asset purchases of €80 billion are intended to run until the end of March 2017, or beyond, if necessary, and in any case until it sees a sustained adjustment in the path of inflation consistent with its inflation aim.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2016-09-08,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council continues to expect the key ECB interest rates to remain at present or lower levels for an extended period of time, and well past the horizon of the net asset purchases.
Regarding non-standard monetary policy measures, the Governing Council confirms that the monthly asset purchases of €80 billion are intended to run until the end of March 2017, or beyond, if necessary, and in any case until it sees a sustained adjustment in the path of inflation consistent with its inflation aim.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2016-10-20,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council continues to expect the key ECB interest rates to remain at present or lower levels for an extended period of time, and well past the horizon of the net asset purchases.
Regarding non-standard monetary policy measures, the Governing Council confirms that the monthly asset purchases of €80 billion are intended to run until the end of March 2017, or beyond, if necessary, and in any case until it sees a sustained adjustment in the path of inflation consistent with its inflation aim.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2016-12-08,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council continues to expect the key ECB interest rates to remain at present or lower levels for an extended period of time, and well past the horizon of the net asset purchases.
Regarding non-standard monetary policy measures, the Governing Council decided to continue its purchases under the asset purchase programme (APP) at the current monthly pace of €80 billion until the end of March 2017. From April 2017, the net asset purchases are intended to continue at a monthly pace of €60 billion until the end of December 2017, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. If, in the meantime, the outlook becomes less favourable or if financial conditions become inconsistent with further progress towards a sustained adjustment of the path of inflation, the Governing Council intends to increase the programme in terms of size and/or duration. The net purchases will be made alongside reinvestments of the principal payments from maturing securities purchased under the APP.
To ensure the continued smooth implementation of the Eurosystem’s asset purchases, the Governing Council decided to change some of the parameters of the APP, which will be communicated at today’s press conference and in a separate press release.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2017-01-19,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council continues to expect the key ECB interest rates to remain at present or lower levels for an extended period of time, and well past the horizon of the net asset purchases.
Regarding non-standard monetary policy measures, the Governing Council confirms that it will continue to make purchases under the asset purchase programme (APP) at the current monthly pace of €80 billion until the end of March 2017 and that, from April 2017, the net asset purchases are intended to continue at a monthly pace of €60 billion until the end of December 2017, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The net purchases will be made alongside reinvestments of the principal payments from maturing securities purchased under the APP. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the programme in terms of size and/or duration.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2017-03-09,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council continues to expect the key ECB interest rates to remain at present or lower levels for an extended period of time, and well past the horizon of the net asset purchases.
Regarding non-standard monetary policy measures, the Governing Council confirms that it will continue to make purchases under the asset purchase programme (APP) at the current monthly pace of €80 billion until the end of this month and that, from April 2017, the net asset purchases are intended to continue at a monthly pace of €60 billion until the end of December 2017, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The net purchases will be made alongside reinvestments of the principal payments from maturing securities purchased under the APP. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the programme in terms of size and/or duration.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2017-04-27,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council continues to expect the key ECB interest rates to remain at present or lower levels for an extended period of time, and well past the horizon of the net asset purchases.
Regarding non-standard monetary policy measures, the Governing Council confirms that the net asset purchases, at the new monthly pace of €60 billion, are intended to run until the end of December 2017, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The net purchases will be made alongside reinvestments of the principal payments from maturing securities purchased under the asset purchase programme. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the programme in terms of size and/or duration.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2017-06-08,"At today’s meeting, which was held in Tallinn, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases.
Regarding non-standard monetary policy measures, the Governing Council confirms that the net asset purchases, at the current monthly pace of €60 billion, are intended to run until the end of December 2017, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The net purchases will be made alongside reinvestments of the principal payments from maturing securities purchased under the asset purchase programme. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the programme in terms of size and/or duration.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2017-07-20,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases.
Regarding non-standard monetary policy measures, the Governing Council confirms that the net asset purchases, at the current monthly pace of €60 billion, are intended to run until the end of December 2017, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The net purchases are made alongside reinvestments of the principal payments from maturing securities purchased under the asset purchase programme. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the programme in terms of size and/or duration.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2017-09-07,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases.
Regarding non-standard monetary policy measures, the Governing Council confirms that the net asset purchases, at the current monthly pace of €60 billion, are intended to run until the end of December 2017, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The net purchases are made alongside reinvestments of the principal payments from maturing securities purchased under the asset purchase programme. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the programme in terms of size and/or duration.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2017-10-26,"At today’s meeting the Governing Council of the ECB took the following monetary policy decisions:
(1) The interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council continues to expect the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases.
(2) As regards non-standard monetary policy measures, purchases under the asset purchase programme (APP) will continue at the current monthly pace of €60 billion until the end of December 2017. From January 2018 the net asset purchases are intended to continue at a monthly pace of €30 billion until the end of September 2018, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the APP in terms of size and/or duration.
(3) The Eurosystem will reinvest the principal payments from maturing securities purchased under the APP for an extended period of time after the end of its net asset purchases, and in any case for as long as necessary. This will contribute both to favourable liquidity conditions and to an appropriate monetary policy stance.
(4) The main refinancing operations and the three-month longer-term refinancing operations will continue to be conducted as fixed rate tender procedures with full allotment for as long as necessary, and at least until the end of the last reserve maintenance period of 2019.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2017-12-14,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases.
Regarding non-standard monetary policy measures, the Governing Council confirms that from January 2018 it intends to continue to make net asset purchases under the asset purchase programme (APP), at a monthly pace of €30 billion, until the end of September 2018, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the APP in terms of size and/or duration. The Eurosystem will reinvest the principal payments from maturing securities purchased under the APP for an extended period of time after the end of its net asset purchases, and in any case for as long as necessary. This will contribute both to favourable liquidity conditions and to an appropriate monetary policy stance.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2018-01-25,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases.
Regarding non-standard monetary policy measures, the Governing Council confirms that the net asset purchases, at the new monthly pace of €30 billion, are intended to run until the end of September 2018, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the asset purchase programme (APP) in terms of size and/or duration. The Eurosystem will reinvest the principal payments from maturing securities purchased under the APP for an extended period of time after the end of its net asset purchases, and in any case for as long as necessary. This will contribute both to favourable liquidity conditions and to an appropriate monetary policy stance.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2018-03-08,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases.
Regarding non-standard monetary policy measures, the Governing Council confirms that the net asset purchases, at the current monthly pace of €30 billion, are intended to run until the end of September 2018, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The Eurosystem will reinvest the principal payments from maturing securities purchased under the asset purchase programme for an extended period of time after the end of its net asset purchases, and in any case for as long as necessary. This will contribute both to favourable liquidity conditions and to an appropriate monetary policy stance.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2018-04-26,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases.
Regarding non-standard monetary policy measures, the Governing Council confirms that the net asset purchases, at the current monthly pace of €30 billion, are intended to run until the end of September 2018, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The Eurosystem will reinvest the principal payments from maturing securities purchased under the asset purchase programme for an extended period of time after the end of its net asset purchases, and in any case for as long as necessary. This will contribute both to favourable liquidity conditions and to an appropriate monetary policy stance.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2018-06-14,"14 June 2018
At today’s meeting, which was held in Riga, the Governing Council of the ECB undertook a careful review of the progress towards a sustained adjustment in the path of inflation, also taking into account the latest Eurosystem staff macroeconomic projections, measures of price and wage pressures, and uncertainties surrounding the inflation outlook.
Based on this review the Governing Council made the following decisions:
First, as regards non-standard monetary policy measures, the Governing Council will continue to make net purchases under the asset purchase programme (APP) at the current monthly pace of €30 billion until the end of September 2018. The Governing Council anticipates that, after September 2018, subject to incoming data confirming the Governing Council’s medium-term inflation outlook, the monthly pace of the net asset purchases will be reduced to €15 billion until the end of December 2018 and that net purchases will then end.
Second, the Governing Council intends to maintain its policy of reinvesting the principal payments from maturing securities purchased under the APP for an extended period of time after the end of the net asset purchases, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation.
Third, the Governing Council decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels at least through the summer of 2019 and in any case for as long as necessary to ensure that the evolution of inflation remains aligned with the current expectations of a sustained adjustment path.
Today’s monetary policy decisions maintain the current ample degree of monetary accommodation that will ensure the continued sustained convergence of inflation towards levels that are below, but close to, 2% over the medium term.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
2018-07-26,"26 July 2018
At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels at least through the summer of 2019, and in any case for as long as necessary to ensure the continued sustained convergence of inflation to levels that are below, but close to, 2% over the medium term.
Regarding non-standard monetary policy measures, the Governing Council will continue to make net purchases under the asset purchase programme (APP) at the current monthly pace of €30 billion until the end of September 2018. The Governing Council anticipates that, after September 2018, subject to incoming data confirming the Governing Council’s medium-term inflation outlook, the monthly pace of the net asset purchases will be reduced to €15 billion until the end of December 2018 and that net purchases will then end. The Governing Council intends to reinvest the principal payments from maturing securities purchased under the APP for an extended period of time after the end of the net asset purchases, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation.
The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
