speech,starttime,statestart,overtime,stateover,final,finalover
 So that would be a positive.,1556708483.0,1.0,1556708543.0,1.0,0.0,0.0
" And, of course, most of the gains, though, I would expect, even from a successful trade negotiation, would come in over time.",1556708493.0,1.0,1556708553.0,1.0,0.0,0.0
" You know, I don’t think—it wouldn’t be the kind of thing where you’d immediately feel big effects right away, but they could be quite important over a longer period.",1556708499.0,1.0,1556708559.0,1.0,0.0,0.0
" Let me say, I don’t mean to diminish concerns about too-low inflation, but I think there’s good reason to think that these readings are particularly influenced by some transitory factors.",1556708551.0,1.0,1556708611.0,0.0,-1.0,2.0
"One that I would mention is portfolio management services, which would tend to go down when asset prices go down, with a lag.",1556708553.0,1.0,1556708613.0,0.0,-1.0,2.0
" And so when asset prices went back up, probably there’ll be a swing around there, a positive contribution.",1556708560.0,1.0,1556708620.0,0.0,-1.0,2.0
" Other ones that get mentioned are things like apparel, and apparel prices were very, very low.",1556708561.0,1.0,1556708621.0,0.0,-1.0,2.0
 There was a change in the methodology.,1556708565.0,1.0,1556708625.0,0.0,-1.0,2.0
 And another one is airfares.,1556708568.0,1.0,1556708628.0,0.0,-1.0,2.0
 There are many little things.,1556708568.0,1.0,1556708628.0,0.0,-1.0,2.0
" So we don’t know until, again, until we see, but there’s reason to think that those would be transient and would turn around.",1556708580.0,1.0,1556708640.0,0.0,-1.0,2.0
"Yes, it’s hard to say, because there’s so many other variables.",1556708681.0,0.0,1556708741.0,0.0,0.0,0.0
" So we would be concerned, and we’d take it into account.",1556708697.0,0.0,1556708757.0,0.0,0.0,0.0
"If we need to, and as needed, we will use our tools to keep the federal funds rate somewhere in the target range.",1556708745.0,0.0,1556708805.0,0.0,0.0,0.0
 We’ll do that.,1556708748.0,0.0,1556708808.0,0.0,0.0,0.0
" Don’t expect to need to do it again, but we don’t know.",1556708754.0,0.0,1556708814.0,1.0,1.0,3.0
" Effective, I guess, today, we’re cutting the roll-off rate for Treasuries in half just because we want to take our time and move gradually here.",1556708796.0,0.0,1556708856.0,1.0,1.0,3.0
"In terms of other tools, we’re actually—I’m sure at an upcoming meeting we will be looking at the idea of a repo facility.",1556708805.0,0.0,1556708865.0,1.0,1.0,3.0
"You know, we put out a proposal on Volcker some time ago, and we got a lot of comments, and we’re reviewing them carefully.",1556708859.0,1.0,1556708919.0,1.0,0.0,0.0
 I really don’t have a lot for you.,1556708862.0,1.0,1556708922.0,1.0,0.0,0.0
 I know they’re making good progress.,1556708862.0,1.0,1556708922.0,1.0,0.0,0.0
 I don’t really have a date though.,1556708864.0,1.0,1556708924.0,1.0,0.0,0.0
"If you look at the labor market, for a long time now there have been anecdotal reports of labor shortages and difficulty in finding skilled labor and that kind of thing.",1556708934.0,1.0,1556708994.0,1.0,0.0,0.0
"years, the biggest part of the gains have come for people at the lowest end of compensation and education, which is kind of a welcome thing.",1556708999.0,1.0,1556709059.0,1.0,0.0,0.0
