speech,starttime,statestart,overtime,stateover,final,finalover
" So, you know, we hope they’re huge, frankly.",1537959069.0,2.0,1537959129.0,1.0,-1.0,2.0
" But, you know, as I said, we—I certainly hope—I hope that we’ll be marking up our estimates of potential growth as well.",1537959120.0,2.0,1537959180.0,2.0,0.0,0.0
 We really don’t see that.,1537959180.0,2.0,1537959240.0,2.0,0.0,0.0
" It’s not in our forecast, but any—so I would—I regard that as a risk.",1537959185.0,2.0,1537959245.0,2.0,0.0,0.0
" If you look—if you look at labor force participation, since the fourth quarter of ’13 till now, you really have a—kind of an oscillation that basically is a sideways movement in the face of a significant downward trend, thanks to aging and other factors.",1537959307.0,4.0,1537959367.0,4.0,0.0,0.0
" And, you know, we just aren’t, and we’re watching very carefully.",1537959481.0,6.0,1537959541.0,7.0,1.0,3.0
 I don’t think it’s a new point that forecasts two and three out—two or three years out are fairly uncertain.,1537959540.0,7.0,1537959600.0,7.0,0.0,0.0
 The dot plot is individual FOMC participants who are writing down their individual views on the evolution of the economy and of appropriate monetary policy.,1537959545.0,7.0,1537959605.0,7.0,0.0,0.0
 We don’t vote on that.,1537959548.0,7.0,1537959608.0,7.0,0.0,0.0
"Yeah, you know, it’s—if you look at a broad financial conditions index, that’s pretty much the answer you’ll get.",1537959608.0,7.0,1537959668.0,7.0,0.0,0.0
" I will say that I’m very happy and excited about the team that we’re putting together, and I’m very much looking forward to having those offices up and down our hall filled.",1537959726.0,7.0,1537959786.0,6.0,-1.0,2.0
" It’s been pretty quiet, more quieter than usual, which is saying something on the Board hall.",1537959727.0,7.0,1537959787.0,6.0,-1.0,2.0
 So we’re looking forward to getting some people confirmed.,1537959729.0,6.0,1537959789.0,6.0,0.0,0.0
"Okay, so are we accommodative now?",1537959787.0,6.0,1537959847.0,5.0,-1.0,2.0
" So I think if you look at the—look at the dot plot in the SEP, you’ll see that the federal funds rate, even after today’s move, is below the longer-run neutral estimate of every single participant that—who submits a— an estimate of that.",1537959788.0,6.0,1537959848.0,5.0,-1.0,2.0
" So that’s why this is the perfect time to take the language out, because, you know, it’s perfectly clear that there can’t be a signal because, you know, by definition, that means an accommodative policy.",1537959794.0,6.0,1537959854.0,5.0,-1.0,2.0
 It is still accommodative.,1537959842.0,5.0,1537959902.0,5.0,0.0,0.0
" The thinking was more, as I mentioned, it’s more that the language has run its useful life.",1537959843.0,5.0,1537959903.0,5.0,0.0,0.0
"There’s another point, though, too, which is, you know, we don’t want to suggest either that we have this precise understanding of where “accommodative” stops or suggest that that’s a really important point in our thinking.",1537959844.0,5.0,1537959904.0,5.0,0.0,0.0
" You know, what we’re going to be doing, assuming we stay on this path, is, we’re going to be carefully monitoring incoming data from the financial markets and from the economy and asking ourselves whether our policy is achieving the goals we want to achieve—you know, sustain the economy, maximum employment, stable prices.",1537959845.0,5.0,1537959905.0,5.0,0.0,0.0
" That’s the way we’re thinking about it, and that does kind of amount to thinking less about one’s precise point estimate of the neutral rate.",1537959851.0,5.0,1537959911.0,5.0,0.0,0.0
" The first thing is the single biggest thing I think that we learned was the—as I mentioned, I think, earlier, the importance of maintaining the stability of the financial system.",1537960024.0,5.0,1537960084.0,5.0,0.0,0.0
" So I think if you look—if you look back at the way the models worked and the way people thought about risk in the economy, that’s what was missing, and I think it’s not missing anymore.",1537960025.0,5.0,1537960085.0,5.0,0.0,0.0
" So we—you know, we put a tremendous focus on that.",1537960026.0,5.0,1537960086.0,5.0,0.0,0.0
" We raised capital, liquidity.",1537960031.0,5.0,1537960091.0,5.0,0.0,0.0
 That’s just human nature over time.,1537960082.0,5.0,1537960142.0,5.0,0.0,0.0
"Well, at the Fed, we are, you know, deeply committed to the mission of CRA, which is for banks to provide credit and other banking services in the communities they serve.",1537960268.0,5.0,1537960328.0,5.0,0.0,0.0
" In the case of the funds rate, it’s more—it’s productivity—it’s appetite for safe assets and demographics and other things, too.",1537960383.0,4.0,1537960443.0,4.0,0.0,0.0
 So they move quite slowly through time.,1537960389.0,4.0,1537960449.0,5.0,1.0,3.0
 It’s just very hard to know when productivity is going to arrive and in what quantity.,1537960441.0,4.0,1537960501.0,5.0,1.0,3.0
"So, in terms of divergence, yes.",1537960561.0,5.0,1537960621.0,5.0,0.0,0.0
" Of course, the Treasury is responsible for managing the dollar, but the dollar has only partly recovered the decline that it had in 2017.",1537960626.0,5.0,1537960686.0,5.0,0.0,0.0
" It’s moved up off its lows, but it’s not as high as it was at the beginning of last year yet by a significant margin.",1537960627.0,5.0,1537960687.0,5.0,0.0,0.0
" The federal funds rate traded in the low 190s, well within the range.",1537960688.0,5.0,1537960748.0,5.0,0.0,0.0
 Some people pick CPI.,1537960802.0,5.0,1537960862.0,5.0,0.0,0.0
" We, of course, pick personal consumption expenditures because we think it’s a little better measure.",1537960802.0,5.0,1537960862.0,5.0,0.0,0.0
" It’s a little broader, and it tends to run a little bit lower as well, but that’s not why we pick it.",1537960804.0,5.0,1537960864.0,5.0,0.0,0.0
" I’d also say that, you know, a strong U.S. economy, where Americans are buying things and the economy is growing and our—you know, that’s going to support demand all around the globe, so that’s a good thing.",1537961043.0,4.0,1537961103.0,4.0,0.0,0.0
"Now, we do understand, though, that when we—when our economy is strong and we’re raising rates, that puts upward pressure on interest rates around the world and can affect countries, particularly countries that have significant external dollar borrowing.",1537961043.0,4.0,1537961103.0,4.0,0.0,0.0
 And what we try to do is be very transparent about what we’re doing and why.,1537961045.0,4.0,1537961105.0,4.0,0.0,0.0
