speech,starttime,statestart,overtime,stateover,final,finalover
" And I’ve pointed in the past to a number of statistics suggesting that credit growth continues to be healthy, including among small—smaller community banks that are most concerned with regulatory burden.",1497438886.0,4.0,1497438946.0,3.0,-1.0,2.0
" I think when banks are undercapitalized and weak, that impedes credit growth.",1497438886.0,4.0,1497438946.0,3.0,-1.0,2.0
" And when banks are strong, they’re in a much better position to lend.",1497438887.0,4.0,1497438947.0,3.0,-1.0,2.0
 So that’s been a view that I’ve stated previously.,1497438896.0,4.0,1497438956.0,3.0,-1.0,2.0
"Now, in terms of regulation, the Treasury recently issued, on Monday, a detailed report.",1497438907.0,4.0,1497438967.0,3.0,-1.0,2.0
 And that’s quite a complicated document with lots of recommendations in it.,1497438910.0,3.0,1497438970.0,3.0,0.0,0.0
" I haven’t had a chance to review it thoroughly, so I don’t want to comment on too many details.",1497438920.0,3.0,1497438980.0,2.0,-1.0,2.0
"  Regulatory burden, when it’s possible to ease it, and a good deal of the Treasury report is focused on regulatory burden, that’s something that all regulators should be looking to do.",1497438965.0,3.0,1497439025.0,2.0,-1.0,2.0
" We strongly believe in the importance of tailoring our regulation to the size and complexity of institutions, of finding ways to relieve burden for community banks.",1497438979.0,2.0,1497439039.0,2.0,0.0,0.0
" There is probably some areas where we’re likely to have differences but quite—you know, quite a number of areas where we’re, you know, likely to be able to and already are taking actions that are consistent with those recommendations.",1497439028.0,2.0,1497439088.0,3.0,1.0,3.0
"Well, I have felt that it’s been appropriate for interest rates to remain low for a very long time.",1497439028.0,2.0,1497439088.0,3.0,1.0,3.0
" We are in the process of, as the economy strengthens, normalizing interest rates.",1497439038.0,2.0,1497439098.0,3.0,1.0,3.0
" But, certainly, we’ve had a lot of years in which interest rates have been low.",1497439038.0,2.0,1497439098.0,3.0,1.0,3.0
" And, you know, as the statement says, we’ve made no definite decision on the timing of the plan, but—the timing of initiating the plan.",1497439131.0,3.0,1497439191.0,2.0,-1.0,2.0
"  But if the economy evolves in line with our expectations, which, you know, we will be watching—always are—we could put this into effect relatively soon.",1497439145.0,2.0,1497439205.0,1.0,-1.0,2.0
"So we have previously suggested exempting community banks, smaller banks, entirely from the rule.",1497439209.0,1.0,1497439269.0,1.0,0.0,0.0
 And a number of my colleagues have spoken about the Volcker rule.,1497439214.0,1.0,1497439274.0,1.0,0.0,0.0
" Implementation of it is frankly complex, and I’m certainly open to looking at ways to reduce regulatory burden in that area.",1497439243.0,1.0,1497439303.0,1.0,0.0,0.0
 The report endorses a restriction on proprietary trading.,1497439247.0,1.0,1497439307.0,1.0,0.0,0.0
" So, in that sense, it endorses the main objective of the Volcker rule, which I was pleased to see.",1497439251.0,1.0,1497439311.0,1.0,0.0,0.0
 We’ve done an awful lot of rule writing over the last five or six years.,1497439315.0,1.0,1497439375.0,1.0,0.0,0.0
"Well, thanks.",1497439374.0,1.0,1497439434.0,0.0,-1.0,2.0
 That’s a great question.,1497439377.0,1.0,1497439437.0,0.0,-1.0,2.0
" I mean, staff in the Federal Reserve and outside economists have done a great deal of work trying to evaluate QE.",1497439397.0,1.0,1497439457.0,0.0,-1.0,2.0
" I think the general conclusion is that it has worked in that it has put some downward pressure on longer- term interest rates, so-called term premiums embedded in longer-term interest rates.",1497439416.0,1.0,1497439476.0,0.0,-1.0,2.0
" There’s disagreement among economists about exactly how large those effects are, and it’s something that’s difficult to pin down.",1497439423.0,1.0,1497439483.0,0.0,-1.0,2.0
" But, obviously, it has not caused runaway inflation, quite the contrary.",1497439424.0,1.0,1497439484.0,0.0,-1.0,2.0
" I mean, that was never my expectation, but I do remember when people were afraid that that would happen.",1497439431.0,0.0,1497439491.0,0.0,0.0,0.0
We do have the tools.,1497439432.0,0.0,1497439492.0,0.0,0.0,0.0
" We have, you know, even with a large balance sheet—we intend to shrink our balance sheet now, but even with a large balance sheet, we retain the ability to move the fed funds rate and set it as appropriate for the needs of the economy.",1497439454.0,0.0,1497439514.0,0.0,0.0,0.0
 So I think we have learned that it works.,1497439455.0,0.0,1497439515.0,0.0,0.0,0.0
 It’s a valuable part of the toolkit.,1497439460.0,0.0,1497439520.0,0.0,0.0,0.0
" It’s something that, if we were to encounter an episode in the future of extreme weakness where—I’ve said we want the fed funds rate and movements in short-term interest rates, that’s our go-to number one main policy tool— but if we were to hit the zero lower bound and constrained in our use of that tool, certainly balance sheet policies and forward guidance of the type that we provided, I believe, based on the evidence of how they worked, ought to remain part of our toolkit.",1497439518.0,0.0,1497439578.0,0.0,0.0,0.0
" And we have said in the bullets that we released today on our balance sheet that in such of—an episode of such extreme weakness in the future, those are things we would consider going forward.",1497439520.0,0.0,1497439580.0,0.0,0.0,0.0
"Well, we’ve had no discussion of that issue, you know.",1497439528.0,0.0,1497439588.0,0.0,0.0,0.0
 And our focus now is on getting it back to a more normal size.,1497439529.0,0.0,1497439589.0,0.0,0.0,0.0
" Well, I’m not going to comment on the President’s budget, and these programs can be undertaken at many different levels.",1497439587.0,0.0,1497439647.0,0.0,0.0,0.0
 I’ve seen many nonprofits and states and local authorities put in place programs that looked to me to be successful.,1497439607.0,0.0,1497439667.0,0.0,0.0,0.0
