speech,starttime,statestart,overtime,stateover,final,finalover
 We may adjust our views on this.,1481712763.0,7.0,1481712823.0,7.0,0.0,0.0
 But I do want to make clear that I have not recommended running a “hot” economy as some sort of experiment.,1481712771.0,7.0,1481712831.0,7.0,0.0,0.0
"Well, I’m not going to offer the incoming President advice about how to conduct himself in policy.",1481712808.0,7.0,1481712868.0,7.0,0.0,0.0
 I’m a strong believer in the independence of the Fed.,1481712811.0,7.0,1481712871.0,7.0,0.0,0.0
So we have been—our staff have been in touch with the Trump transition team.,1481712865.0,7.0,1481712925.0,7.0,0.0,0.0
" And we, of course, share the objective that the whole government has to work constructively to ensure a smooth transition.",1481712875.0,7.0,1481712935.0,7.0,0.0,0.0
 Yes.,1481712894.0,7.0,1481712954.0,7.0,0.0,0.0
 That’s what Dodd-Frank was designed to do.,1481712938.0,7.0,1481712998.0,7.0,0.0,0.0
"I think it’s very important that we have reduced the odds that a systemically important firm could fail by requiring higher capital, higher liquidity, by performing stress tests that provide us another way of ensuring that the firms we count on to supply credit to households and businesses would be able to go on doing that even in the face of a severely adverse shock.",1481712971.0,7.0,1481713031.0,7.0,0.0,0.0
 We have placed the toughest regulations on those firms that are systemically important.,1481712991.0,7.0,1481713051.0,7.0,0.0,0.0
"I think there was broad agreement also that we should end “too big to fail,” and that means not only reducing the odds of the failure of a systemically important institution, but also making sure that, should such a firm fail, that it could be resolved in an orderly way.",1481713038.0,7.0,1481713098.0,7.0,0.0,0.0
" There may be some changes that could be made, and we’ve suggested a few, like eliminating the burden of compliance with the Volcker rule, or incentive compensation, regulations for smaller banks, or modestly raising the threshold for banks that are subject to enhanced prudential supervision.",1481713103.0,7.0,1481713163.0,7.0,0.0,0.0
 I would simply summarize by saying that all the FOMC participants recognize that there is considerable uncertainty about how economic policies may change and what effect they will have on the economy.,1481713170.0,7.0,1481713230.0,3.0,-4.0,1.0
" And in so far as that will affect monetary policy, of course we will have to factor those policies along with many other things, including the global environment and oil prices and other matters.",1481713187.0,7.0,1481713247.0,3.0,-4.0,1.0
 We will have to factor that into our outlook and figure out what is an appropriate response.,1481713193.0,7.0,1481713253.0,2.0,-5.0,1.0
" The changes—the financial market changes that you described, particularly the increase in stock prices, the increase in longer-term rates, and the strengthening of the dollar, suggest that many market participants anticipate expansionary fiscal policies that would raise interest rates somewhat in the United States relative to abroad and would cause a strengthening in the dollar.",1481713250.0,2.0,1481713310.0,5.0,3.0,4.0
So this is not something that it’s possible to judge precisely.,1481713293.0,4.0,1481713353.0,5.0,1.0,3.0
 My colleagues write down their best estimates of a normal longer-run unemployment rate.,1481713302.0,5.0,1481713362.0,5.0,0.0,0.0
" The median stands at 4.8 percent, so we’re close, possibly—the unemployment rate right now is ever so slightly below, but in the neighborhood.",1481713313.0,5.0,1481713373.0,6.0,1.0,3.0
" We look at a broad array of indicators of the labor market, and if you look at job openings or the hires rate or the quits rate or difficulty of hiring workers as reported in business surveys, you know, I would say the labor market looks a lot like the way it did before the recession, that it’s—we’re roughly comparable to 2007 levels when we thought the, you know, there was a normal amount of slack in the labor market.",1481713371.0,6.0,1481713431.0,6.0,0.0,0.0
 I haven’t made any decision about the future.,1481713441.0,6.0,1481713501.0,5.0,-1.0,2.0
" I, you know, I recognize I might or might not be reappointed.",1481713446.0,6.0,1481713506.0,5.0,-1.0,2.0
" It’s a decision that I don’t have to make and don’t, you know, don’t have thoughts on at this time.",1481713452.0,6.0,1481713512.0,4.0,-2.0,1.0
"So, you know, I really don’t want to comment on the level of stock prices.",1481713504.0,5.0,1481713564.0,4.0,-1.0,2.0
"Well, there have been many ways in which there have been compliance failures at large organizations, and you’ve seen a series of enforcement actions by the banking regulators over a range of practices that suggests some breakdown of compliance or culture, whether it involves violations of sanctions or foreign exchange or LIBOR or other matters.",1481713654.0,4.0,1481713714.0,4.0,0.0,0.0
" So this is something that we’ve discussed and emphasized, the importance of a culture of compliance.",1481713664.0,4.0,1481713724.0,4.0,0.0,0.0
 And the Board will be undertaking review.,1481713668.0,4.0,1481713728.0,4.0,0.0,0.0
" We’ve already begun this year, broadly, of compliance and management of compliance risk in the largest corporations.",1481713679.0,4.0,1481713739.0,4.0,0.0,0.0
 So I think this is something that’s important.,1481713683.0,4.0,1481713743.0,4.0,0.0,0.0
"Well, I want to make clear what I said and what I didn’t say.",1481713716.0,4.0,1481713776.0,3.0,-1.0,2.0
" One of the things we’ve learned from our financial crisis and from a series of financial crises in history and around the globe is that, very commonly, when the economy takes a hit and falls into a recession, that productivity doesn’t pick up to pre-recession levels and that there looks like there is a permanent hit to the path of potential output for the economy, which is called “hysteresis.",1481713749.0,4.0,1481713809.0,2.0,-2.0,1.0
” And I raised the question as to whether or not this might operate in the opposite direction as well.,1481713757.0,4.0,1481713817.0,2.0,-2.0,1.0
" We have seen quite a few people who lost their jobs during the Great Recession drop out of the labor force and, you know, lose their ties and become discouraged and not reenter.",1481713774.0,3.0,1481713834.0,2.0,-1.0,2.0
 But I didn’t—I didn’t draw any policy conclusions from that.,1481713797.0,2.0,1481713857.0,2.0,0.0,0.0
" And, as I indicated, I think the path that you see—that the Committee has laid out in a tentative way that involves a modest degree of undershooting of normal longer-run levels of unemployment going down to around 4½ percent would remain for a couple of years—might provide some insight.",1481713826.0,2.0,1481713886.0,2.0,0.0,0.0
"It’s not a prerequisite, but we do try to explain our evolving views as clearly as we can.",1481713864.0,2.0,1481713924.0,1.0,-1.0,2.0
" And while it’s not a prerequisite, if we’re in good sync in terms of explaining what goes into our policy judgments, it’s not surprising that it would often be true that moves are well anticipated by the market.",1481713901.0,2.0,1481713961.0,1.0,-1.0,2.0
" As I said, in thinking about today’s move, we’ve indicated that we thought we were making progress on our objectives.",1481713909.0,2.0,1481713969.0,1.0,-1.0,2.0
 We wanted to see some more.,1481713911.0,1.0,1481713971.0,1.0,0.0,0.0
 I think anyone looking at incoming data can clearly see that we have enjoyed further progress both in the labor market and on inflation.,1481713921.0,1.0,1481713981.0,1.0,0.0,0.0
"So, I don’t want to weigh in.",1481713963.0,1.0,1481714023.0,0.0,-1.0,2.0
 I don’t intend to weigh in.,1481713964.0,1.0,1481714024.0,0.0,-1.0,2.0
" I haven’t weighed in on either fiscal policy, specifics of evaluating policies.",1481713970.0,1.0,1481714030.0,0.0,-1.0,2.0
 I’m not going to weigh in either on the details of particular trade policies.,1481713977.0,1.0,1481714037.0,0.0,-1.0,2.0
" But, more generally, I’d say, you asked me about manufacturing.",1481713983.0,0.0,1481714043.0,0.0,0.0,0.0
 There were a lot of manufacturing jobs lost over a long period of time and particularly after—during the Great Recession.,1481713994.0,0.0,1481714054.0,0.0,0.0,0.0
 We’ve had some recovery in manufacturing employment as the economy’s recovered.,1481714002.0,0.0,1481714062.0,0.0,0.0,0.0
" So, to some extent, manufacturing employment depends on the progress of the economy, and we have seen some recovery.",1481714012.0,0.0,1481714072.0,0.0,0.0,0.0
" Over a long period of time, technological change is something that has been important in reducing manufacturing employment absolutely and as a share of jobs in the economy.",1481714028.0,0.0,1481714088.0,1.0,1.0,3.0
" For decades, the pace of technological change in manufacturing has outstripped that in the economy as a whole.",1481714038.0,0.0,1481714098.0,1.0,1.0,3.0
" And, so, firms—manufacturing firms have found it easier to continue producing by—with reducing their workforces.",1481714051.0,0.0,1481714111.0,1.0,1.0,3.0
 And that’s a change that I would expect to continue.,1481714055.0,0.0,1481714115.0,0.0,0.0,0.0
You mentioned worker assistance.,1481714059.0,0.0,1481714119.0,0.0,0.0,0.0
 And I think most economists and policymakers recognize that it’s important to provide ways for workers who were harmed by these kinds of developments to be retrained for jobs so that they can succeed in the economy.,1481714106.0,1.0,1481714166.0,0.0,-1.0,2.0
So we’ve indicated in our normalization principles that we expect to diminish the size of our portfolio over time largely by ceasing reinvestments of principal rather than by selling securities.,1481714173.0,0.0,1481714233.0,0.0,0.0,0.0
" We’ve indicated that once the process of normalization of the federal funds rate is well under way, we would probably begin to allow our portfolio to run off.",1481714185.0,0.0,1481714245.0,1.0,1.0,3.0
 We’ve not yet made any precise decisions about when that will occur.,1481714191.0,0.0,1481714251.0,1.0,1.0,3.0
" So we’ve not yet made this decision, but it is something that we have long planned, to begin to allow our balance sheet to run off.",1481714243.0,1.0,1481714303.0,1.0,0.0,0.0
 And then it would take several years.,1481714245.0,1.0,1481714305.0,1.0,0.0,0.0
"Well, I mean, we’ve long been aware, and I’ve spoken about previously disturbing trends in the economy, particularly rising wage inequality, income inequality, and the fact that a significant share of our population hasn’t been enjoying significant real wage gains, if any.",1481714319.0,1.0,1481714379.0,1.0,0.0,0.0
 And so these are long-standing concerns.,1481714323.0,1.0,1481714383.0,0.0,-1.0,2.0
" These are not new phenomenon, but the recession was very severe and probably exacerbated developments that had long been affecting many American workers and households.",1481714340.0,1.0,1481714400.0,1.0,0.0,0.0
 And I think they are quite disturbing.,1481714343.0,1.0,1481714403.0,0.0,-1.0,2.0
